display_label,builder_count,type_count,types,assignment_by_builder
Iron Dome,12,3,"artifact, organization, technology",qwen35_0_8b=artifact; qwen35_2b=artifact; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_0_6b=artifact; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_270m=organization; gemma3_1b=technology; gemma3_4b=artifact; gemma3_12b=artifact
Islam Makhachev,12,3,"creature, person, player",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=player; qwen3_4b=person; qwen3_8b=person; gemma3_270m=creature; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Israel,12,3,"governmentbody, location, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=location; qwen3_1_7b=location; qwen3_4b=location; qwen3_8b=location; gemma3_270m=governmentbody; gemma3_1b=location; gemma3_4b=location; gemma3_12b=location
JKBX,12,3,"company, organization, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=company; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
John Carpenter,12,3,"director, method, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=director; gemma3_1b=method; gemma3_4b=person; gemma3_12b=person
Liverpool,12,3,"location, organization, sports",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=location; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=sports; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Mastodon,12,3,"content, location, organization",qwen35_0_8b=content; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=content; qwen3_1_7b=location; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=content; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Miami Dolphins,12,3,"event, football, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=event; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=football; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Netherlands,12,3,"location, organization, person",qwen35_0_8b=organization; qwen35_2b=location; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=location; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=location; gemma3_270m=person; gemma3_1b=location; gemma3_4b=location; gemma3_12b=location
New Zealand,12,3,"location, organization, person",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=location; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=location; gemma3_270m=person; gemma3_1b=organization; gemma3_4b=location; gemma3_12b=location
PhilHealth,12,3,"content, organization, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=content; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Power Bank,12,3,"artifact, device, unknown","qwen35_0_8b=artifact,unknown; qwen35_2b=artifact; qwen35_4b=artifact,unknown; qwen35_9b=artifact; qwen3_0_6b=artifact; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_270m=device; gemma3_1b=unknown; gemma3_4b=artifact; gemma3_12b=artifact"
RB Leipzig,12,3,"organization, person, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=person; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
SmartFarm,12,3,"artifact, content, device",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_0_6b=device; qwen3_1_7b=artifact; qwen3_4b=content; qwen3_8b=artifact; gemma3_270m=device; gemma3_1b=device; gemma3_4b=artifact; gemma3_12b=artifact
Snap,12,3,"company, event, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=event; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=company; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Stash,12,3,"artifact, content, item",qwen35_0_8b=content; qwen35_2b=artifact; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_0_6b=artifact; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_270m=item; gemma3_1b=artifact; gemma3_4b=artifact; gemma3_12b=artifact
Steam Deck,12,3,"artifact, content, product",qwen35_0_8b=artifact; qwen35_2b=artifact; qwen35_4b=content; qwen35_9b=artifact; qwen3_0_6b=artifact; qwen3_1_7b=artifact; qwen3_4b=artifact; qwen3_8b=content; gemma3_270m=product; gemma3_1b=product; gemma3_4b=artifact; gemma3_12b=artifact
Super Smash Bros. Ultimate,12,3,"content, event, product",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=content; qwen3_4b=content; qwen3_8b=content; gemma3_270m=product; gemma3_1b=content; gemma3_4b=content; gemma3_12b=content
The Epoch Times,12,3,"content, organization, unknown",qwen35_0_8b=content; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=content; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=organization; gemma3_1b=unknown; gemma3_4b=content; gemma3_12b=organization
The Exorcist III,12,3,"content, document, event",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_0_6b=event; qwen3_1_7b=event; qwen3_4b=content; qwen3_8b=content; gemma3_270m=document; gemma3_1b=content; gemma3_4b=content; gemma3_12b=content
Twilio,12,3,"api, organization, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=api; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Universal Music Group,12,3,"mediaandentertainment, organization, unknown","qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization,unknown; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=mediaandentertainment; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization"
WIRED,12,3,"content, organization, unknown","qwen35_0_8b=content; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=content; qwen3_1_7b=content,organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=unknown; gemma3_1b=organization,unknown; gemma3_4b=content; gemma3_12b=organization"
Wall Street,12,3,"event, location, property",qwen35_0_8b=location; qwen35_2b=location; qwen35_4b=location; qwen35_9b=location; qwen3_0_6b=event; qwen3_1_7b=location; qwen3_4b=location; qwen3_8b=location; gemma3_270m=property; gemma3_1b=location; gemma3_4b=location; gemma3_12b=location
Walmart,12,3,"electronics, location, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=location; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=electronics; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Activision Blizzard,12,2,"company, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=company; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Adam Yedidia,12,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=unknown; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Alexander Volkanovski,12,2,"person, player",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=player; qwen3_4b=person; qwen3_8b=person; gemma3_270m=person; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Andy Burnham,12,2,"mayor, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=mayor; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Annika,12,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=person; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
Barnea,12,2,"organization, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=organization; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Benjamin Simon,12,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=unknown; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=person; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
Betashares,12,2,"organization, person",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=person; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Big Machine Records,12,2,"organization, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=unknown; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Burnley,12,2,"organization, person",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=person; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
CeeDee Lamb,12,2,"person, wr",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=wr; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Chelsea,12,2,"football, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=football; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
China,12,2,"location, organization",qwen35_0_8b=location; qwen35_2b=location; qwen35_4b=location; qwen35_9b=location; qwen3_0_6b=location; qwen3_1_7b=location; qwen3_4b=location; qwen3_8b=location; gemma3_270m=organization; gemma3_1b=location; gemma3_4b=location; gemma3_12b=location
Cohen & Gresser,12,2,"organization, unknown",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=organization; gemma3_1b=unknown; gemma3_4b=organization; gemma3_12b=organization
Coinbase,12,2,"organization, person",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=person; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Dane,12,2,"husband, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=husband; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Deebo Samuel,12,2,"person, wr",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=wr; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Ellison,12,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=unknown; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Epic,12,2,"organization, person",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=person; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=person; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Esther Rodriguez-Villegas,12,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=unknown; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
Fanatics Sportsbook,12,2,"content, organization","qwen35_0_8b=organization; qwen35_2b=content,organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization"
Fulham,12,2,"location, organization",qwen35_0_8b=location; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=location; qwen3_1_7b=location; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=organization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
GitHub,12,2,"organization, platform",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=organization; gemma3_1b=platform; gemma3_4b=organization; gemma3_12b=organization
Govee,12,2,"organization, smartlighting",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=smartlighting; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
HSF,12,2,"company, organization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=company; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Hamas,12,2,"organization, politicalorganization",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=politicalorganization; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Harry Styles,12,2,"organization, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=organization; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Henry,12,2,"organization, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=organization; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
IronNet,12,2,"organization, startup",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=startup; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Italy,12,2,"location, organization",qwen35_0_8b=location; qwen35_2b=location; qwen35_4b=location; qwen35_9b=location; qwen3_0_6b=location; qwen3_1_7b=location; qwen3_4b=location; qwen3_8b=location; gemma3_270m=organization; gemma3_1b=location; gemma3_4b=location; gemma3_12b=location
Jacquelyn,12,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=unknown; gemma3_1b=unknown; gemma3_4b=unknown; gemma3_12b=person
Jalen Hurts,12,2,"creature, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=creature; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
Jarrell Miller,12,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=person; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
Jets,12,2,"organization, person",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_270m=person; gemma3_1b=organization; gemma3_4b=organization; gemma3_12b=organization
Joshua,12,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=person; gemma3_1b=unknown; gemma3_4b=person; gemma3_12b=person
Jürgen Klopp,12,2,"manager, person",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person; gemma3_270m=manager; gemma3_1b=person; gemma3_4b=person; gemma3_12b=person
